neo,desn,absolute_magnitude,magnitude_slope,epoch,mean_anomaly,argument_of_perihelion,longitude_of_the_ascending node,inclination,eccentricity,mean_motion,semi_major_axis,ref1,ref2,observations,oppostion,time_of_perihelion_passage, rms_residual,Polarization,rotation_period,computer,classification,desn,label,last _observation
0,42146,11.9,0.15,K161D,145.1496,195.8925,251.57014,11.45442,0.0322389,0.08440265,5.1471322,0,MPO340979,429,16,1991-2015,0.45,M-v,38h,MPCLINUX,9,-42146,2001 BN42,20150524
0,42167,13.2,0.15,K161D,242.28518,123.15081,100.28605,5.55143,0.1292339,0.12435033,3.9753139,0,MPO371352,485,16,1993-2015,0.5,M-v,38h,MPCLINUX,8,-42167,2001 CR13,20151214
0,42168,11.6,0.15,K161D,295.0825,182.99141,120.10954,13.99537,0.0578035,0.08409181,5.1598084,0,MPO340979,576,17,1986-2015,0.45,M-v,38h,MPCLINUX,9,-42168,2001 CT13,20150608
0,42176,12.4,0.15,K161D,77.21974,179.97133,329.26329,14.31553,0.092768,0.08292073,5.2082758,0,MPO337597,282,14,1996-2015,0.47,M-v,38h,MPCLINUX,9,-42176,2001 CK22,20150523
0,42179,12.2,0.15,K161D,185.26381,318.71414,81.62616,6.61386,0.0542287,0.08188709,5.2520128,0,MPO337597,364,17,1991-2015,0.45,M-v,38h,MPCLINUX,9,-42179,2001 CP25,20150512
0,42182,12.1,0.15,K161D,181.24455,321.8782,93.16665,6.58374,0.0306532,0.08377923,5.1726345,0,MPO344620,494,17,1996-2015,0.5,M-v,38h,MPCLINUX,9,-42182,2001 CP29,20150702
0,42187,11.4,0.15,K161D,311.78759,254.19134,9.51012,24.18971,0.0341287,0.08289204,5.2094773,0,MPO365747,561,17,1996-2016,0.51,M-v,38h,MPCLINUX,9,-42187,2001 CS32,20160214
0,42190,13,0.15,K161D,259.96207,188.9962,40.32808,9.26432,0.0982884,0.12584562,3.9437616,0,MPO371352,530,15,1997-2015,0.46,M-v,38h,MPCLINUX,8,-42190,2001 CM36,20151218
0,42200,12,0.15,K161D,209.15866,4.47051,10.71746,6.46822,0.0371834,0.07963823,5.3504253,0,MPO365747,525,16,1996-2016,0.52,M-v,38h,MPCLINUX,9,-42200,2001 DJ26,20160210
0,42201,12.4,0.15,K161D,126.51786,213.19577,236.42741,7.09698,0.157629,0.08354129,5.1824518,0,MPO337597,356,14,1998-2015,0.53,M-v,38h,MPCLINUX,9,-42201,2001 DH29,20150518
0,42230,12.6,0.15,K161D,111.27489,124.17171,7.44561,13.68153,0.0539817,0.08273935,5.2158848,0,MPO340979,279,13,1998-2015,0.48,M-v,38h,MPCLINUX,9,-42230,2001 DE108,20150608
0,42237,12.3,0.15,K161D,185.64097,110.57987,199.85114,9.06446,0.143069,0.12539299,3.9532463,0,MPO371352,841,18,1994-2015,0.53,M-v,38h,MPCLINUX,8,-42237,2001 EG21,20151217
0,42277,12.1,0.15,K161D,301.01104,39.55351,115.39847,6.13813,0.0488567,0.08455489,5.1409522,0,MPO371353,531,16,1990-2015,0.48,M-v,38h,MPCLINUX,9,-42277,2001 SQ51,20151219
0,42355,7.5,0.15,K161D,14.61872,159.32115,351.91009,2.4253,0.5414619,0.00416399,38.2645372,0,MPO337598,172,16,1989-2014,0.3,M-v,38h,MPCLINUX,000A,-42355,Typhon,20140422
0,42367,11,0.15,K161D,79.4003,342.01644,187.96289,29.0706,0.0452347,0.08306502,5.2022426,0,MPO365749,764,19,1956-2016,0.51,M-v,38h,MPCLINUX,9,-42367,2002 CQ134,20160217
0,42403,12.5,0.15,K161D,162.19257,27.75747,18.32544,8.13486,0.1106316,0.08083398,5.2975296,0,MPO337599,315,12,1960-2015,0.45,M-v,38h,MPCLINUX,9,-42403,Andraimon,20150520
0,42554,11.7,0.15,K161D,265.53835,128.48604,178.57868,17.51913,0.0294162,0.08472396,5.1341107,0,MPO365751,561,18,1996-2016,0.49,M-v,38h,MPCLINUX,9,-42554,1996 RJ28,20160211
0,42555,12.6,0.15,K161D,232.24863,186.47008,165.32495,6.43652,0.1118085,0.08207522,5.243984,0,MPO337600,301,14,1992-2015,0.49,M-v,38h,MPCLINUX,9,-42555,1996 RU31,20150521
0,43212,12.3,0.15,K161D,108.32973,259.98533,223.24252,6.48003,0.0586314,0.08129768,5.2773668,0,MPO340984,432,18,1977-2015,0.46,M-v,38h,MPCLINUX,9,-43212,2000 AL113,20150524
0,43436,12.1,0.15,K161D,321.16312,119.98032,124.97436,8.34991,0.006984,0.08383289,5.1704273,0,MPO365761,530,16,1996-2015,0.49,M-v,38h,MPCLINUX,9,-43436,2000 YD42,20150518
0,43627,13,0.15,K161D,152.32324,97.42618,328.37887,1.29693,0.112625,0.0853896,5.1073944,0,MPO337607,320,15,1998-2015,0.43,M-v,38h,MPCLINUX,9,-43627,2002 CL224,20150511
0,43706,12.4,0.15,K161D,209.38869,214.07612,185.92495,13.47136,0.0867472,0.08416691,5.1567389,0,MPO344630,375,16,1973-2015,0.52,M-v,38h,MPCLINUX,9,-43706,Iphiklos,20150702
0,43818,13.9,0.15,K161D,353.13323,300.03338,245.85182,2.42922,0.131729,0.12358935,3.9916153,0,MPO365766,548,16,1992-2016,0.41,M-v,38h,MPCLINUX,8,-43818,1992 ET32,20160218
0,43940,12.6,0.15,K161D,202.9287,299.94388,86.48066,6.49167,0.2293179,0.12582637,3.9441637,0,MPO365768,738,18,1980-2016,0.49,M-v,38h,MPCLINUX,8,-43940,1996 XY5,20160213
0,44549,12.9,0.15,K161D,70.78755,315.33796,159.1766,4.48692,0.0828395,0.12387701,3.9854336,0,MPO371372,841,17,1984-2015,0.48,M-v,38h,MPCLINUX,8,-44549,1999 BH13,20151216
0,44594,7.2,0.15,K161D,343.8937,144.61959,259.21053,2.62367,0.4522198,0.00542364,32.0830236,1,MPO365775,145,14,1999-2016,0.36,M-v,38h,MPCLINUX,000A,-44594,1999 OX3,20160103
0,45721,13.2,0.15,K161D,247.5823,309.45506,48,1.02451,0.0740822,0.13288707,3.803186,0,MPO337625,799,17,1995-2015,0.45,M-v,38h,MPCLINUX,8,-45721,2000 GZ42,20150524
0,45822,12.3,0.15,K161D,100.70285,271.42317,91.98831,7.3031,0.1906512,0.0820612,5.2445811,0,MPO371383,389,17,1992-2015,0.49,M-v,38h,MPCLINUX,9,-45822,2000 QQ116,20151223
0,45850,12.5,0.15,K161D,247.26726,349.85193,130.12326,10.29261,0.1021696,0.12590943,3.9424289,0,MPO371383,708,16,1997-2015,0.52,M-v,38h,MPCLINUX,8,-45850,2000 SH209,20151202
0,45862,14,0.15,K161D,340.95388,217.90675,179.55139,3.15552,0.1619708,0.12453322,3.9714207,0,MPO371383,430,16,1992-2015,0.45,M-v,38h,MPCLINUX,8,-45862,2000 UQ51,20151210
0,46302,12.6,0.15,K161D,313.89947,295.59403,7.15892,3.8288,0.2309599,0.12519082,3.9575011,0,MPO337628,867,19,1976-2015,0.5,M-v,38h,MPCLINUX,8,-46302,2001 OG13,20150520
0,46629,13,0.15,K161D,246.34484,45.64954,303.97545,1.69769,0.2443553,0.12556781,3.9495763,0,MPO365798,625,16,1994-2016,0.48,M-v,38h,MPCLINUX,8,-46629,1994 PS38,20160210
0,46676,11.9,0.15,K161D,321.09049,72.15189,173.64543,11.52437,0.1190232,0.08378106,5.1725592,0,MPO371390,489,20,1955-2015,0.48,M-v,38h,MPCLINUX,9,-46676,1996 RF29,20151216
0,47907,12.6,0.15,K161D,236.53664,265.07241,94.38009,1.74512,0.2905223,0.12491234,3.9633809,0,MPO365812,819,17,1992-2016,0.48,M-v,38h,MPCLINUX,8,-47907,2000 GT71,20160210
0,47932,6.2,0.15,K161D,8.75466,194.9684,26.05,10.79968,0.2856259,0.00395695,39.5878782,1,MPO287106,77,11,1989-2013,0.5,M-v,38h,MPCLINUX,000A,-47932,2000 GN171,20130312
0,47941,13.2,0.15,K161D,229.34488,156.718,196.70687,2.81199,0.1274654,0.1249,3.9636421,0,MPO365813,769,15,1995-2016,0.47,M-v,38h,MPCLINUX,8,-47941,2000 HU61,20160213
0,47955,12,0.15,K161D,139.20734,100.30937,218.33262,3.24027,0.0666286,0.08554589,5.1011719,0,MPO371401,562,24,1953-2015,0.46,M-v,38h,MPCLINUX,9,-47955,2000 QZ73,20151220
0,47956,11.9,0.15,K161D,146.85131,300.88743,27.15446,9.69434,0.0676158,0.08526516,5.1123623,0,MPO371401,416,19,1954-2015,0.52,M-v,38h,MPCLINUX,9,-47956,2000 QS103,20151215
0,47957,11.7,0.15,K161D,136.72956,154.27702,153.75897,7.57298,0.083465,0.08094698,5.2925985,0,MPO371401,548,20,1987-2015,0.48,M-v,38h,MPCLINUX,9,-47957,2000 QN116,20151214
0,47959,12.3,0.15,K161D,155.87483,16.51593,291.16335,6.03023,0.0651536,0.0855714,5.100158,0,MPO371401,408,15,1984-2015,0.49,M-v,38h,MPCLINUX,9,-47959,2000 QP168,20151214
0,47962,11.9,0.15,K161D,84.04804,4.55753,19.45266,20.10307,0.092549,0.08159834,5.2643956,0,MPO371401,384,17,1983-2015,0.51,M-v,38h,MPCLINUX,9,-47962,2000 RU69,20151218
0,47963,11.9,0.15,K161D,163.71831,104.79578,185.61189,13.23262,0.0277931,0.08145034,5.2707705,0,MPO371401,500,18,1990-2015,0.49,M-v,38h,MPCLINUX,9,-47963,2000 SO56,20151218
0,47964,12,0.15,K161D,102.65393,99.69725,259.38982,14.00519,0.1417552,0.08291783,5.2083973,0,MPO371401,421,17,1953-2015,0.47,M-v,38h,MPCLINUX,9,-47964,2000 SG131,20151217
0,47967,11.9,0.15,K161D,207.55069,4.47201,254.71435,6.45608,0.1126118,0.08292112,5.2082593,0,MPO371401,519,17,1983-2015,0.51,M-v,38h,MPCLINUX,9,-47967,2000 SL298,20151218
0,47969,11.9,0.15,K161D,76.01869,279.41985,110.49666,16.92101,0.0573388,0.08121827,5.2808061,0,MPO371401,466,16,1976-2015,0.51,M-v,38h,MPCLINUX,9,-47969,2000 TG64,20151220
0,48249,12.1,0.15,K161D,53.71952,275.92399,100.45121,7.53549,0.0130324,0.0850014,5.1229329,0,MPO371403,584,21,1990-2015,0.5,M-v,38h,MPCLINUX,9,-48249,2001 SY345,20151218
0,48252,12.4,0.15,K161D,63.93932,159.51206,225.95577,15.56072,0.0205046,0.08447498,5.1441937,0,MPO365816,392,17,1982-2016,0.46,M-v,38h,MPCLINUX,9,-48252,2001 TL212,20160214
0,48254,12.4,0.15,K161D,133.44895,292.63155,47.24854,31.8106,0.1064877,0.08389362,5.1679317,0,MPO365816,300,14,1975-2016,0.49,M-v,38h,MPCLINUX,9,-48254,2001 UE83,20160215
0,48269,12.1,0.15,K161D,21.50043,41.95798,162.58368,15.75317,0.0459737,0.08419422,5.1556234,0,MPO337643,474,18,1980-2015,0.53,M-v,38h,MPCLINUX,9,-48269,2002 AX166,20150424
0,48342,13.2,0.15,K161D,233.46911,347.47907,358.49533,3.39812,0.1875821,0.12668955,3.926228,0,MPO365817,586,16,1991-2016,0.47,M-v,38h,MPCLINUX,8,-48342,2002 PQ51,20160210
0,48373,12,0.15,K161D,224.75845,53.15966,208.42582,27.2877,0.008033,0.08246831,5.2273065,0,MPO371404,306,20,1977-2015,0.52,M-v,38h,MPCLINUX,9,-48373,Gorgythion,20151216
0,48438,10.8,0.15,K161D,83.89305,294.9123,95.936,31.41894,0.0329243,0.08499323,5.123261,0,MPO371405,655,17,1950-2015,0.47,M-v,38h,MPCLINUX,9,-48438,1989 WJ2,20151221
0,48529,14,0.15,K161D,278.65267,73.84262,253.2069,2.17117,0.2338474,0.1244614,3.9729485,0,MPO337645,346,16,1978-2015,0.47,M-v,38h,MPCLINUX,8,-48529,von Wrangel,20150512
0,48604,12.5,0.15,K161D,121.22193,144.98637,152.94881,7.07311,0.0841796,0.08402115,5.1627008,0,MPO371406,422,17,1995-2015,0.43,M-v,38h,MPCLINUX,9,-48604,1995 CV,20151212
0,48764,11.5,0.15,K161D,42.5492,305.11365,96.7191,25.60883,0.0908233,0.08309183,5.2011235,0,MPO371407,366,16,1997-2015,0.47,M-v,38h,MPCLINUX,9,-48764,1997 JJ10,20151219
0,48767,12,0.15,K161D,108.75391,102.87395,227.99324,29.04481,0.0655761,0.0824582,5.2277341,0,MPO371407,501,14,1997-2015,0.43,M-v,38h,MPCLINUX,9,-48767,Skamander,20151218
0,48881,12.6,0.15,K161D,12.36498,233.61206,35.94619,11.33565,0.0695959,0.12336628,3.9964256,0,MPO344666,631,15,1998-2015,0.53,M-v,38h,MPCLINUX,8,-48881,1998 HS136,20150713
0,50000,2.4,0.15,K161D,287.58229,155.20471,188.77266,7.98702,0.034699,0.0034503,43.3742337,2,MPO371416,406,21,1954-2015,0.29,M-v,38h,MPCLINUX,000A,-50000,Quaoar,20150906
0,51178,12.6,0.15,K161D,248.66107,282.08151,78.67134,10.05986,0.2334608,0.12520114,3.9572838,0,MPO365847,565,15,1992-2015,0.51,M-v,38h,MPCLINUX,8,-51178,2000 HX70,20150520
0,51284,14,0.15,K161D,301.45857,106.8237,211.44803,3.01963,0.2668308,0.12647878,3.9305886,0,MPO337667,423,14,1994-2015,0.5,M-v,38h,MPCLINUX,8,-51284,2000 KE9,20150520
0,51298,13,0.15,K161D,250.87485,356.37502,350.72297,3.26545,0.2108284,0.12416442,3.9792809,0,MPO365849,721,15,1998-2016,0.43,M-v,38h,MPCLINUX,8,-51298,2000 KY51,20160217
0,51339,12.1,0.15,K161D,255.29396,234.83445,325.692,7.08604,0.0679784,0.08427324,5.1524002,0,MPO371428,433,16,1994-2015,0.5,M-v,38h,MPCLINUX,9,-51339,2000 OA61,20151213
0,51340,11.9,0.15,K161D,82.58882,263.08189,88.06886,2.76262,0.0649444,0.08420508,5.1551804,0,MPO371428,768,18,1992-2015,0.47,M-v,38h,MPCLINUX,9,-51340,2000 QJ12,20151216
0,51344,12.1,0.15,K161D,105.6847,42.75552,314.11474,4.38615,0.0470768,0.08377606,5.1727651,0,MPO371428,609,16,1993-2015,0.49,M-v,38h,MPCLINUX,9,-51344,2000 QA127,20151219
0,51345,11.8,0.15,K161D,37.06276,126.59986,292.91008,13.93388,0.1506247,0.08271584,5.2168728,0,MPO371428,523,15,1999-2015,0.44,M-v,38h,MPCLINUX,9,-51345,2000 QH137,20151218
0,51346,12,0.15,K161D,150.44643,55.22972,246.51795,8.98885,0.0284143,0.08476491,5.132457,0,MPO371428,478,17,1983-2015,0.45,M-v,38h,MPCLINUX,9,-51346,2000 QX158,20151219
0,51347,11.9,0.15,K161D,92.72219,131.86566,239.65116,7.64259,0.1431337,0.08410452,5.1592886,0,MPO371428,592,17,1953-2015,0.48,M-v,38h,MPCLINUX,9,-51347,2000 QZ165,20151216
0,51348,12,0.15,K161D,228.11439,282.94974,307.76266,7.70754,0.0645653,0.08475207,5.1329754,0,MPO365850,443,17,1988-2016,0.52,M-v,38h,MPCLINUX,9,-51348,2000 QR169,20160113
0,51349,13,0.15,K161D,82.1149,288.28023,291.36991,10.47952,0.1429592,0.12550524,3.9508887,0,MPO344684,447,15,1998-2015,0.49,M-v,38h,MPCLINUX,8,-51349,2000 QQ173,20150821
0,51350,11.5,0.15,K161D,96.54268,22.99193,328.06733,17.28151,0.053052,0.08308092,5.201579,0,MPO371428,511,18,1953-2015,0.48,M-v,38h,MPCLINUX,9,-51350,2000 QU176,20151217
0,51351,12.3,0.15,K161D,55.27853,249.97431,138.3646,2.95682,0.0698786,0.08535131,5.108922,0,MPO371428,619,18,1990-2015,0.45,M-v,38h,MPCLINUX,9,-51351,2000 QO218,20151213
0,51354,11.5,0.15,K161D,136.01042,59.66856,269.52719,9.89801,0.106472,0.08446299,5.1446805,0,MPO371428,582,18,1983-2015,0.47,M-v,38h,MPCLINUX,9,-51354,2000 RX25,20151220
0,51357,12.3,0.15,K161D,150.19845,55.60708,246.1876,9.01866,0.0697229,0.08314621,5.1988555,0,MPO371428,378,15,1999-2015,0.45,M-v,38h,MPCLINUX,9,-51357,2000 RM88,20151217
0,51359,11.9,0.15,K161D,170.86008,28.80388,262.40413,9.4859,0.1153887,0.08371939,5.1750991,0,MPO371428,479,16,1987-2015,0.44,M-v,38h,MPCLINUX,9,-51359,2000 SC17,20151220
0,51360,12.2,0.15,K161D,132.47722,31.68136,274.28579,7.0904,0.0532045,0.08353144,5.182859,0,MPO371428,488,16,1999-2015,0.53,M-v,38h,MPCLINUX,9,-51360,2000 SZ25,20151218
0,51362,12.3,0.15,K161D,172.98652,146.49965,129.94323,5.16867,0.0604609,0.0827676,5.2146978,0,MPO371428,543,19,1990-2015,0.44,M-v,38h,MPCLINUX,9,-51362,2000 SY247,20151214
0,51364,11.5,0.15,K161D,21.87645,3.7573,87.19138,14.18659,0.103404,0.08225455,5.2363593,0,MPO371428,561,17,1990-2015,0.47,M-v,38h,MPCLINUX,9,-51364,2000 SU333,20151214
0,51365,10.5,0.15,K161D,173.99491,256.28531,18.39106,30.19433,0.0556579,0.0824354,5.2286977,0,MPO371428,890,15,1989-2015,0.46,M-v,38h,MPCLINUX,9,-51365,2000 TA42,20151203
0,51378,11.5,0.15,K161D,140.85214,122.93202,302.44452,33.65388,0.0495957,0.0841337,5.1580958,0,MPO365850,317,16,1979-2016,0.49,M-v,38h,MPCLINUX,9,-51378,2001 AT33,20160122
0,51405,12.4,0.15,K161D,218.42373,199.34804,153.14802,1.85141,0.0708576,0.07967115,5.3489516,0,MPO337668,395,16,1995-2015,0.45,M-v,38h,MPCLINUX,9,-51405,2001 DL106,20150512
0,51838,13.7,0.15,K161D,284.25528,288.42055,44.12653,1.1117,0.269221,0.12350403,3.9934536,0,MPO337672,400,14,1999-2015,0.49,M-v,38h,MPCLINUX,8,-51838,2001 OC61,20150512
0,51865,13.1,0.15,K161D,290.73598,314.20302,33.00659,2.54216,0.0875093,0.12666813,3.9266706,0,MPO341038,566,14,1998-2015,0.49,M-v,38h,MPCLINUX,8,-51865,2001 PR2,20150622
0,51874,13.1,0.15,K161D,308.9932,147.39973,160.92829,11.61145,0.2349864,0.1246951,3.9679829,0,MPO337672,538,16,1990-2015,0.49,M-v,38h,MPCLINUX,8,-51874,2001 PZ28,20150521
0,51885,13.5,0.15,K161D,294.07038,170.91362,166.87792,1.62244,0.2315643,0.12324634,3.9990181,0,MPO341038,606,16,1978-2015,0.45,M-v,38h,MPCLINUX,8,-51885,2001 QD14,20150616
0,51888,12.9,0.15,K161D,298.29816,15.67809,319.21719,1.77766,0.22772,0.12443036,3.9736091,0,MPO344687,651,15,1997-2015,0.47,M-v,38h,MPCLINUX,8,-51888,2001 QZ17,20150812
0,51910,11.5,0.15,K161D,135.60531,298.39045,8.64526,32.60293,0.0848042,0.0836096,5.1796287,0,MPO365856,446,16,1984-2016,0.49,M-v,38h,MPCLINUX,9,-51910,2001 QQ60,20160216
0,51930,12.9,0.15,K161D,287.30862,113.7436,218.31698,8.36973,0.2110994,0.12431973,3.9759662,0,MPO337673,539,16,1985-2015,0.49,M-v,38h,MPCLINUX,8,-51930,2001 QW127,20150524
0,51935,12,0.15,K161D,14.66937,159.60376,270.69187,13.01116,0.0923869,0.08285332,5.2111002,0,MPO371432,490,14,1999-2015,0.48,M-v,38h,MPCLINUX,9,-51935,2001 QK134,20151218
0,51958,11.5,0.15,K161D,137.99829,276.94512,15.33993,17.56433,0.1082176,0.08488888,5.1274589,0,MPO371432,569,18,1990-2015,0.5,M-v,38h,MPCLINUX,9,-51958,2001 QJ256,20151218
0,51962,11.4,0.15,K161D,205.36249,300.08123,288.10569,18.52663,0.0581089,0.08294393,5.2073047,0,MPO371432,474,17,1983-2015,0.52,M-v,38h,MPCLINUX,9,-51962,2001 QH267,20151218
0,51969,11.9,0.15,K161D,147.29178,303.56746,348.42214,25.6168,0.020548,0.08223981,5.2369847,0,MPO365857,331,13,1983-2015,0.49,M-v,38h,MPCLINUX,9,-51969,2001 QZ292,20150130
0,51983,13.1,0.15,K161D,337.15354,295.11828,10.01346,9.39933,0.1191818,0.12510067,3.9594021,0,MPO341038,490,18,1954-2015,0.52,M-v,38h,MPCLINUX,8,-51983,Honig,20150622
0,51984,12.2,0.15,K161D,105.31711,320.49418,30.33128,9.65919,0.0682357,0.0843875,5.1477483,0,MPO371432,448,15,1996-2015,0.51,M-v,38h,MPCLINUX,9,-51984,2001 SS115,20151218
0,51994,12.2,0.15,K161D,320.75305,119.8687,19.84536,12.33405,0.0800697,0.08273504,5.2160658,0,MPO371432,381,13,1971-2015,0.48,M-v,38h,MPCLINUX,9,-51994,2001 TJ58,20151210
0,52016,13,0.15,K161D,170.64309,220.0333,194.59734,5.64567,0.2520599,0.12405804,3.9815554,0,MPO337674,660,14,1995-2015,0.51,M-v,38h,MPCLINUX,8,-52016,2002 NO18,20150524
0,52068,12.8,0.15,K161D,206.32888,299.84185,87.30013,6.37608,0.2777568,0.12568717,3.9470754,0,MPO337674,712,15,1992-2015,0.48,M-v,38h,MPCLINUX,8,-52068,2002 QX40,20150524
0,52079,14.1,0.15,K161D,268.03515,212.31761,119.7714,4.3071,0.224641,0.12373659,3.9884483,0,MPO337674,299,16,1993-2015,0.47,M-v,38h,MPCLINUX,8,-52079,2002 RU61,20150424
0,52273,12.3,0.15,K161D,41.20327,268.15967,154.63215,11.73984,0.0897161,0.08327935,5.1933132,0,MPO371434,473,16,1988-2015,0.49,M-v,38h,MPCLINUX,9,-52273,1988 RQ10,20151217
0,52275,12.6,0.15,K161D,52.27012,160.37791,238.02167,3.60832,0.0637957,0.08231902,5.2336248,0,MPO371434,340,17,1988-2015,0.45,M-v,38h,MPCLINUX,9,-52275,1988 RS12,20151214
0,52278,12.1,0.15,K161D,140.63731,232.66262,81.14895,19.59801,0.085716,0.08352712,5.1830377,0,MPO371435,361,16,1988-2015,0.48,M-v,38h,MPCLINUX,9,-52278,1988 SG3,20151218
0,52511,12.1,0.15,K161D,235.70052,99.6425,123.28333,9.40182,0.0652703,0.08205137,5.245,0,MPO371436,395,17,1990-2015,0.49,M-v,38h,MPCLINUX,9,-52511,1996 GH12,20151219
0,52567,11.8,0.15,K161D,171.21774,219.93858,54.359,21.46501,0.0699704,0.08379782,5.1718698,0,MPO355516,389,15,1996-2015,0.47,M-v,38h,MPCLINUX,9,-52567,1997 HN2,20150316
0,52645,12.5,0.15,K161D,160.25672,28.80458,60.57443,11.96876,0.0430149,0.08364661,5.1781008,0,MPO341042,279,15,1987-2015,0.5,M-v,38h,MPCLINUX,9,-52645,1997 XR13,20150617
0,52702,13.4,0.15,K161D,86.62797,163.19247,49.1168,2.42337,0.1314671,0.12576406,3.9454664,0,MPO355517,602,14,1997-2015,0.51,M-v,38h,MPCLINUX,8,-52702,1998 FR71,20150805
0,52767,11.8,0.15,K161D,152.10008,199.19529,98.45347,12.79781,0.0234382,0.08067419,5.3045227,0,MPO371438,404,19,1974-2015,0.51,M-v,38h,MPCLINUX,9,-52767,Ophelestes,20151213
0,52872,10.8,0.15,K161D,118.91855,337.79272,173.02841,15.66489,0.3067007,0.04086429,8.3478266,0,MPO263768,479,15,1998-2013,0.48,M-v,38h,MPCLINUX,000A,-52872,Okyrhoe,20130619
0,53418,11.7,0.15,K161D,175.39805,129.15546,148.52984,26.35494,0.0928938,0.08416263,5.1569136,0,MPO371443,393,18,1995-2015,0.52,M-v,38h,MPCLINUX,9,-53418,1999 PY3,20151217
0,53419,12.2,0.15,K161D,143.58963,349.54381,342.70336,30.63373,0.0891506,0.08410735,5.1591727,0,MPO365872,291,17,1983-2016,0.47,M-v,38h,MPCLINUX,9,-53419,1999 PJ4,20160215
0,53436,11.3,0.15,K161D,169.11243,290.42792,104.26939,18.25125,0.009002,0.08621576,5.0747144,0,MPO365872,638,16,1993-2016,0.5,M-v,38h,MPCLINUX,9,-53436,1999 VB154,20160212
0,53449,11.9,0.15,K161D,84.50747,214.17637,290.03173,19.85426,0.1185563,0.08294124,5.2074171,0,MPO337684,234,15,1986-2015,0.45,M-v,38h,MPCLINUX,9,-53449,1999 XG132,20150514
0,53469,12.5,0.15,K161D,205.06997,10.02441,11.6469,7.36296,0.0627176,0.08522492,5.1139718,0,MPO337684,415,17,1989-2015,0.47,M-v,38h,MPCLINUX,9,-53469,2000 AX8,20150524
0,53477,11.9,0.15,K161D,175.72486,115.05363,303.61215,11.02856,0.0305478,0.08134311,5.2754018,0,MPO337684,448,16,1949-2015,0.45,M-v,38h,MPCLINUX,9,-53477,2000 AA54,20150523
0,54581,12.2,0.15,K161D,105.3063,102.74063,257.0284,5.4594,0.1001889,0.08401983,5.1627549,0,MPO371453,421,17,1988-2015,0.49,M-v,38h,MPCLINUX,9,-54581,2000 QW170,20151223
0,54582,12.5,0.15,K161D,119.92346,244.11845,101.33874,2.89332,0.0869023,0.08414905,5.1574683,0,MPO371453,380,15,1993-2015,0.47,M-v,38h,MPCLINUX,9,-54582,2000 QU179,20151218
0,54596,12.6,0.15,K161D,151.44342,155.63307,147.27703,5.34919,0.0710798,0.08601014,5.082799,0,MPO371453,477,18,1976-2015,0.46,M-v,38h,MPCLINUX,9,-54596,2000 QD225,20151214
0,54598,7.5,0.15,K161D,295.21565,153.13264,337.89495,20.75416,0.2016361,0.01473284,16.4795429,0,MPO371453,230,16,1975-2015,0.43,M-v,38h,MPCLINUX,000A,-54598,Bienor,20151209
0,54599,13.6,0.15,K161D,175.5903,154.71171,9.22647,0.34866,0.0598286,0.12632715,3.9337333,0,MPO351221,542,14,1997-2015,0.5,M-v,38h,MPCLINUX,8,-54599,2000 QN244,20151002
0,54614,13.1,0.15,K161D,84.15313,198.61174,183.90591,11.81432,0.1393492,0.08353693,5.1826322,0,MPO371454,210,17,1990-2015,0.44,M-v,38h,MPCLINUX,9,-54614,2000 RL84,20151214
0,54625,12.4,0.15,K161D,107.38707,134.4371,198.12241,11.23255,0.0486577,0.08078194,5.2998046,0,MPO371454,364,15,1996-2015,0.49,M-v,38h,MPCLINUX,9,-54625,2000 SC49,20151216
0,54626,12.3,0.15,K161D,114.12576,138.05428,217.953,9.7919,0.0639321,0.08456264,5.1406379,0,MPO371454,477,17,1983-2015,0.48,M-v,38h,MPCLINUX,9,-54626,2000 SJ49,20151217
0,54628,12.9,0.15,K161D,201.13854,102.26524,59.16904,6.13098,0.1420009,0.12463284,3.9693042,0,MPO347890,808,14,1981-2015,0.52,M-v,38h,MPCLINUX,8,-54628,2000 SB81,20150914
0,54630,12.9,0.15,K161D,275.83908,252.26753,201.7363,9.01211,0.1388378,0.12408392,3.9810019,0,MPO371454,695,14,1999-2015,0.54,M-v,38h,MPCLINUX,8,-54630,2000 SM112,20151201
0,54631,12.7,0.15,K161D,208.00932,125.61366,28.80557,6.10095,0.0576937,0.12422224,3.978046,0,MPO371454,781,16,1996-2015,0.51,M-v,38h,MPCLINUX,8,-54631,2000 SJ115,20151202
0,54632,12.2,0.15,K161D,122.52395,66.86168,261.36844,17.98709,0.1104462,0.08333972,5.1908047,0,MPO371454,255,12,1989-2015,0.47,M-v,38h,MPCLINUX,9,-54632,2000 SD130,20151214
0,54634,12.5,0.15,K161D,161.45459,48.11503,261.17815,20.2784,0.101944,0.08417058,5.1565887,0,MPO371454,212,14,1983-2015,0.49,M-v,38h,MPCLINUX,9,-54634,2000 SA132,20151217
0,54638,12.3,0.15,K161D,147.5654,299.06248,25.44276,4.12301,0.002438,0.08124572,5.2796167,0,MPO371454,422,14,1971-2015,0.48,M-v,38h,MPCLINUX,9,-54638,2000 SC144,20151211
0,54643,12.3,0.15,K161D,228.81608,263.33346,325.43261,11.41277,0.0722544,0.08359452,5.1802513,0,MPO365885,347,17,1983-2016,0.48,M-v,38h,MPCLINUX,9,-54643,2000 SP283,20160103
